Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Self-harm,Diarrheal Diseases,Neoplasms,Diabetes Mellitus,Chronic Kidney Disease,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,Drug Use Disorders,Alcohol Use Disorders,Exposure to Forces of Nature,Environmental Heat and Cold Exposure,Conflict and Terrorism,Poisonings,"Fire, Heat, and Hot Substances",Acute Hepatitis
113,4804,1334,576,0,356,793,49,492,456,30115,4703,594,2006,449,31648,3822,5038,550,2299,6389,5157,8426,71,531,6,38,0,38,341,5
8,73,16,14,6,28,50,10,120,10,1036,129,184,138,40,496,171,172,14,97,89,99,200,3,13,0,0,0,2,11,1
453,12045,3043,1330,0,566,2881,377,1777,727,101725,36264,3272,5029,757,85209,10762,15665,1255,6318,19348,8525,17792,86,821,0,45,0,272,672,36
0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5,437,180,1,0,22,44,1,2,38,14023,181,113,211,7,5431,1064,363,0,171,652,317,593,13,27,0,5,0,9,13,1
22,358,89,49,1,184,172,14,1,139,12410,503,545,128,134,4659,1205,162,19,345,1056,494,859,6,107,0,165,8,40,95,5
63,923,251,13,0,489,506,13,2,420,36601,1515,1364,319,137,7335,713,350,3,1088,928,1680,2138,21,135,98,34,1826,108,380,7
3941,1854,417,3937,22587,751,2378,2121,20762,13886,28149,16497,30955,2167,10955,21648,5033,3386,3824,5563,5480,5189,9155,46,261,0,152,61,545,616,390
282,2284,456,90,0,383,736,77,127,98,32816,4505,499,2268,601,16095,2237,957,68,2294,2425,1247,2938,13,226,3,6,29,42,160,29
1716,424,124,1393,13346,318,126,1385,3210,2686,8221,7947,6959,426,3917,3324,976,940,1353,1384,1367,1070,2135,8,43,10,49,0,178,230,150
1197,2996,584,1877,2271,1644,28934,839,634,1595,45315,7825,13627,1523,4311,25300,3863,3810,1767,7573,7076,2373,6377,138,82,23,40,2131,220,493,29
89,616,184,11,0,438,803,28,128,415,28185,1289,502,910,60,6601,474,159,8,973,2117,3944,5036,36,399,0,185,4,296,222,23
2326,366,100,1813,7294,379,418,1021,3410,2734,7163,8658,9592,414,7256,2675,800,900,1765,1343,1285,1438,2410,7,40,3,53,0,168,231,232
91,3287,732,25,0,199,214,7,94,162,63351,1003,336,2719,45,36538,2588,1086,10,1486,4884,5592,8469,51,654,4,254,0,74,195,3
11,675,139,4,0,32,35,1,4,23,7058,672,36,631,5,5172,538,144,1,305,687,785,1294,21,141,0,23,0,10,14,1
1,16,9,1,0,14,6,2,5,16,377,55,23,18,2,363,136,52,0,52,74,23,44,2,1,0,1,0,1,4,3
2943,417,114,5484,5590,419,385,1442,1906,5003,7787,13504,9955,399,18184,2812,753,984,5388,1223,1899,1527,2836,5,43,0,61,313,191,258,344
346,1231,351,113,0,221,453,91,23,93,36958,3015,2751,415,190,7625,1400,2103,86,2294,2882,1853,2352,121,62,0,24,10,97,204,13
10,723,148,2,0,28,41,2,2,21,6981,664,36,602,4,5384,501,160,1,283,635,762,1275,23,131,2,25,0,10,13,1
1335,7896,1785,12043,15,3950,17342,1710,4045,5723,79494,26449,34434,3508,16526,52572,31137,15470,10143,19933,18858,27107,39894,340,4667,5,243,236,787,1244,235
406,3247,844,132,0,636,535,840,318,504,72767,5284,12564,1474,650,17155,3333,5534,113,11450,5788,3161,5015,399,93,48,33,637,375,804,263
6,16,5,4,0,6,2,2,2,5,171,35,17,5,3,120,74,30,4,10,43,19,37,0,1,0,0,0,1,3,5
59,3312,729,68,0,119,183,9,163,155,39022,3480,423,2191,103,30386,1794,1423,52,2051,6593,1764,4335,81,250,0,30,54,99,138,19
9903,3360,699,12639,78228,2745,2655,12674,30861,56048,76980,55015,52748,4904,60708,29029,9373,6796,12235,28686,18603,12704,22110,138,544,1,333,2109,1362,1502,1320
1567,716,209,1949,6013,539,1131,970,104293,10712,14110,11398,8573,1753,4498,9289,2498,1804,1923,1990,2415,1835,3583,72,41,0,36,4,272,481,108
12,7,4,15,0,6,5,9,2,73,316,36,52,29,49,113,119,33,15,21,69,26,50,1,1,0,1,0,2,1,3
82,33,8,166,36,47,175,40,189,501,864,687,606,94,621,435,236,112,164,207,253,121,213,2,6,0,8,0,19,38,11
4022,1298,279,4343,25570,738,1527,2133,77277,21971,27213,17150,25680,2018,11083,10695,3889,2300,4165,4552,3515,2626,6174,89,214,23,152,0,597,643,507
23,2138,507,9,0,142,125,2,16,77,22186,876,74,1089,79,11909,439,420,4,384,1634,1272,2643,286,754,2,123,12,15,89,2
304,3320,831,2013,91,1059,1017,1002,2228,2924,20411,15653,7336,891,1658,22211,2519,4928,1845,4095,4319,4919,8947,151,474,41,416,20,221,356,40
26,36,25,5,0,80,41,9,14,51,2521,249,174,200,25,1141,330,340,3,1228,495,122,187,115,18,0,4,0,13,68,20
53433,75330,30619,51001,42686,66282,39520,55026,101377,461592,2119847,480048,614052,198142,761001,707505,207229,178139,32879,218869,958036,247920,422871,6023,20471,335,11672,1074,4772,24864,53069
8341,218436,60241,11293,12,70955,18926,3762,16722,53312,3831636,186499,79733,146044,7891,2265802,132114,160396,8425,327545,1139700,162119,285663,9838,21077,7175,4454,19,30838,11362,4334
30,1504,331,6,0,173,169,4,3,49,27882,1889,164,895,16,12011,732,680,4,634,1090,1856,3089,22,193,1,150,0,33,77,2
139,2263,750,125,0,897,1674,54,265,760,65041,4130,1695,4249,60,20896,2664,1887,88,2758,10171,6767,8929,660,1626,0,741,0,462,459,20
3027,1211,391,3081,211,1809,2849,3863,63,5470,49308,33390,23288,993,8215,12914,2231,3932,3038,6001,6664,3027,5739,142,88,160,44,8959,451,420,3816
15,157,57,42,0,129,30,19,93,23,4979,421,367,121,36,1255,664,180,2,2323,258,278,348,15,8,0,10,0,27,23,36
54,304,80,13,0,104,237,72,11,32,6321,725,1527,143,68,2664,1265,862,11,802,531,364,631,8,8,0,3,0,54,136,12
92,27,8,188,471,18,23,47,0,374,658,696,714,25,589,261,79,60,179,100,129,89,172,1,3,0,4,0,11,13,8
524,31442,5842,164,0,858,1157,82,2147,1612,426722,17614,2115,14939,572,203503,22421,8764,87,11731,38572,23676,43420,1445,5980,1,204,41,140,865,222
262,20064,3838,314,0,604,492,22,1762,669,126577,10422,827,3725,452,95712,10001,9611,178,6645,28926,9572,20877,860,433,6,67,53,134,272,18
5,7,3,40,0,40,3,32,0,53,319,42,232,13,53,95,27,44,33,22,96,20,31,0,1,0,0,0,0,7,3
32,1232,255,7,0,169,164,6,4,76,26977,2254,306,795,14,10797,709,621,5,872,899,1410,2326,48,143,1,97,1,38,65,3
12,10,3,27,74,5,8,11,1,30,199,145,76,2,85,89,10,34,26,16,70,47,66,0,1,0,0,0,2,1,5
35,1256,267,7,0,176,173,6,5,74,28018,2183,267,833,15,11254,748,651,4,923,934,1476,2426,53,144,0,102,2,38,67,3
360,35251,7078,155,0,652,1023,50,741,911,369813,17693,1679,13149,597,232455,20019,13183,83,8371,33596,23523,43341,1470,6288,19,185,8,110,682,78
264,765,301,1178,5,588,566,636,635,2342,10242,6864,5128,611,1278,8617,2146,2421,1100,1905,2392,2230,4221,36,283,34,21,2,90,194,28
11,52,19,71,59,63,175,30,337,91,2005,267,337,256,96,601,501,169,63,154,98,217,339,1,22,0,3,0,3,20,2
199,1911,569,323,0,600,831,81,446,688,21573,6534,1050,2190,271,18970,1926,1911,306,2416,3089,3911,6068,14,392,33,51,0,59,451,9
1,16,4,3,0,6,6,1,6,1,257,47,12,5,1,177,71,48,2,10,19,18,36,1,4,0,0,0,0,2,0
2,15,4,8,0,8,14,1,33,3,240,31,29,7,5,128,77,23,7,12,13,12,27,0,5,0,0,0,0,4,0
1186,694,254,1045,465,1497,3377,1657,7243,1337,24801,6623,6069,971,4935,9739,3952,2203,1006,1337,3321,2016,4176,37,354,599,159,7,184,530,85
170,126,37,200,0,111,724,170,12179,2869,4059,1989,1220,745,1560,2168,1253,550,195,922,1155,392,868,7,33,0,26,0,47,124,25
53,4538,891,34,0,137,143,11,32,62,60133,1175,177,2001,341,33971,2410,1806,16,816,5987,3485,6342,51,525,0,220,0,48,131,3
254,2672,678,182,8,686,645,231,2611,1809,44025,17305,1281,1373,1095,23242,2516,4424,175,6422,5246,3691,7657,96,148,5,11,72,174,255,177
336,1011,266,122,0,210,393,139,24,96,32950,2105,2741,364,206,6364,1262,1994,93,2156,2548,1499,1982,130,56,6,25,1003,98,207,16
847,10647,2319,265,0,1201,2558,329,779,918,147346,10349,18303,4771,1096,53763,10783,10008,211,24364,14757,5975,10062,3135,224,69,75,29,964,2036,437
2156,689,186,2087,4287,386,1531,815,24788,7392,17172,8494,10091,1342,8330,9067,2375,1813,2016,2252,2302,4386,6275,54,126,0,85,1,307,325,270
304,4563,1136,116,0,550,486,677,309,468,88545,5567,10817,1457,559,21303,4648,7280,96,10932,6903,3684,5847,470,104,0,32,92,355,779,258
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
35,822,158,4,0,333,395,9,223,521,25937,1150,214,824,17,6007,346,177,2,649,1660,3838,4756,35,477,0,345,2,286,191,2
58,595,100,15,0,112,116,30,35,69,7238,620,1189,233,116,2831,395,690,13,1759,694,484,751,77,14,0,4,1,55,124,37
92,2038,414,28,0,147,88,77,139,130,30685,1707,1508,405,129,8448,1471,2219,23,2535,2382,1212,1942,132,32,0,8,73,91,217,89
9,621,120,1,0,22,31,4,37,76,5236,1967,39,444,17,4468,409,336,0,203,592,176,403,9,8,0,2,0,4,11,1
37,1197,304,4,0,126,149,6,18,236,26532,1160,240,1140,12,12103,1103,624,1,787,1352,1797,2776,43,253,0,45,41,35,59,2
3,94,24,7,0,10,32,2,26,2,814,149,21,14,5,729,275,109,5,30,55,41,101,1,7,0,0,0,0,4,0
3,6,4,5,0,13,10,5,6,19,262,47,31,24,37,83,68,36,4,24,62,18,34,1,1,0,1,0,1,2,1
27,5138,967,95,0,52,54,4,37,39,23969,1946,148,1171,252,20248,1394,2218,76,338,3074,1065,2972,212,277,4,11,0,10,39,4
479,633,129,159,266,963,813,140,41,727,14296,7376,3037,300,3861,3393,516,147,19,606,1748,1190,1700,14,207,0,11,2847,161,414,192
2579,393,113,1379,9796,375,469,1064,4427,2691,7592,8855,10118,456,6899,2952,899,994,1335,1444,1352,1513,2528,7,42,0,57,0,181,248,248
0,19,7,3,0,7,38,1,14,1,309,17,10,8,1,196,48,30,3,18,19,23,40,3,9,0,0,0,0,1,0
38,723,115,9,0,265,297,57,170,405,17482,772,1307,600,94,4150,322,489,7,987,1513,2143,2482,63,403,0,104,0,77,80,18
16,165,69,43,0,123,30,17,98,21,5246,452,413,113,37,1312,714,200,2,2080,266,279,353,14,8,0,9,0,24,23,32
4021,619,156,6738,13805,1242,760,2295,10889,17022,18305,19196,20218,1402,22463,8294,2532,1729,6602,9360,3519,4121,6585,40,147,7,126,5,515,567,371
9,11,3,13,180,3,8,12,1,29,213,114,72,3,51,94,10,36,13,16,72,49,68,0,1,0,0,0,1,0,4
2190,746,179,6468,5654,469,490,2475,2354,12384,31277,14415,13176,1364,20976,9508,2466,1720,6281,2749,5549,4059,6464,39,140,121,138,169,372,398,244
3178,392,143,2172,24273,540,1250,1894,25866,6602,11798,18840,20351,1116,13669,5278,1460,1829,2100,2246,2514,2635,4257,20,115,0,84,1,288,390,352
1199,125,43,1584,6204,340,286,923,10093,8153,5619,6475,5807,517,7718,2180,836,543,1546,2764,1357,926,1838,10,50,0,42,123,149,168,123
2,20,7,6,0,9,28,1,11,5,286,39,31,10,4,181,91,35,5,27,39,21,37,1,5,0,0,0,0,3,0
3260,931,264,1741,11336,511,987,2224,4037,4396,14547,13549,10932,805,6438,8426,2009,1933,1685,2258,2787,2382,3915,17,80,0,96,13,275,390,260
28,569,199,2,0,92,179,16,4,389,15837,512,556,502,21,6433,697,393,1,283,1292,838,1452,4,330,0,4,5812,203,83,7
92,368,76,17,0,231,197,66,133,632,15933,2074,1560,507,217,2682,518,565,8,427,432,1845,2172,51,246,1,129,5,51,188,65
114,1643,341,28,0,173,98,95,85,141,26934,1616,2032,403,124,7045,1141,1847,23,2608,2134,1064,1709,112,29,16,8,28,97,228,84
126,2484,499,66,0,1778,1417,16,155,733,81407,1503,399,4231,31,22301,698,362,34,2410,5503,1804,3582,275,2790,0,883,0,846,1066,30
19,1069,261,13,0,56,46,2,4,38,9850,1709,104,538,23,8278,475,508,7,303,1968,363,1056,166,100,0,9,1,15,41,2
83,5176,1246,116,0,258,344,15,194,86,49849,2547,649,2719,73,36234,2902,2240,84,2121,7609,1432,4085,937,372,7,38,0,53,138,10
55,374,85,14,0,76,262,44,53,90,8869,636,1563,127,103,2993,441,630,13,380,702,363,571,29,11,0,3,143,34,90,165
56,241,66,14,0,111,207,97,10,38,6018,687,1548,144,78,2066,1140,670,12,778,514,328,588,7,8,5,3,3,60,146,15
1,3,2,2,0,4,4,1,0,1,73,10,12,3,3,34,20,10,2,6,18,5,10,0,1,0,1,0,0,0,0
0,16,5,2,0,6,7,1,6,1,261,47,11,5,1,184,74,49,2,10,19,18,37,1,4,0,0,0,0,2,0
4466,438,122,5108,18764,535,213,1306,49374,10670,11216,15023,13862,855,18072,6361,1692,1189,4932,1758,1983,3209,4774,17,81,0,82,0,338,357,532
208,1820,558,292,0,601,853,84,390,730,21842,6842,1131,2306,278,18836,1996,1757,276,2425,2997,3973,6143,12,356,0,57,2,63,454,9
32,65,11,38,0,27,59,16,116,105,659,277,206,50,163,349,54,55,36,35,93,81,131,0,2,0,2,0,3,14,14
2207,286,78,3283,10430,328,332,1536,14436,8584,8399,9692,7348,693,13255,4292,1247,860,3195,2461,2112,2148,3490,10,82,12,60,2047,212,220,276
23,11,11,34,89,77,35,52,12,39,1251,511,163,92,288,291,177,99,34,102,226,85,129,2,6,0,2,0,8,14,13
3238,1362,442,2879,545,2315,3506,4936,132,5403,54196,30898,24725,1300,11532,15556,3070,4431,2824,7577,7391,3388,6528,239,109,561,78,2114,540,507,4194
4379,614,186,2865,6219,589,960,2996,5243,7048,12305,18889,15488,867,29851,5382,1524,1610,2783,2341,2521,2562,4612,11,78,0,123,53,333,435,471
430,619,118,72,547,776,385,143,12,465,12173,7711,2981,267,3979,3669,417,111,7,691,1732,951,1470,13,133,0,8,0,120,362,222
150,6249,1335,1179,39,669,1130,510,3060,2044,26404,17512,4799,949,1192,30576,4512,7333,1061,4655,6859,6282,10710,160,292,7,61,22,143,263,29
1615,303,83,3381,11364,307,116,1377,14084,8065,7927,6917,7948,611,9170,3623,1059,751,3280,1527,1907,1552,2497,8,56,3,68,12764,226,236,172
127,4668,1235,97,0,747,633,23,110,1155,31158,7137,473,4987,36,40091,9903,5103,91,4782,7153,7008,10646,289,178,9,20,0,134,159,7
6669,4038,791,7461,63941,2156,3502,10768,15432,48620,84106,46334,45705,5562,41081,33993,10478,7542,7127,29343,19115,13817,23792,191,623,504,328,6422,1268,1412,1109
87,13442,3449,282,0,285,569,26,233,124,68846,7281,1098,4625,1724,80681,6006,6200,241,2370,15300,4781,11021,1709,1247,6,142,0,130,283,11
52,1427,231,271,1,199,6186,57,712,85,7551,1943,813,450,317,4683,1752,3373,269,1032,1235,1197,1955,8,694,1,3,0,9,37,6
114,51,13,230,143,27,106,132,949,443,1121,606,678,69,341,669,185,123,223,153,135,208,331,2,10,0,8,0,20,26,14
3866,1454,397,2536,30201,580,788,1450,17964,11137,32837,16152,18643,1790,7178,14332,5267,3844,2418,5032,5307,5645,9044,39,192,0,128,15,415,565,304
85,36,9,139,60,47,178,37,2148,561,982,716,618,123,638,534,297,142,137,250,275,144,253,2,7,0,9,0,20,41,10
1,15,6,3,0,6,5,1,5,4,296,24,18,25,3,123,30,27,3,21,40,25,32,1,1,1,0,0,0,1,0
20160,8920,3537,15264,4013,3500,14225,17593,2075,69453,300309,77903,279914,15219,92577,149631,38504,37657,9642,17400,78672,39779,56752,852,1834,762,426,5527,2649,2656,8842
6505,946,267,4346,41532,695,1347,1593,5744,6322,17225,20258,16353,1095,14781,6993,2160,2032,4158,3727,2102,2359,4916,34,110,0,102,2,467,530,243
66,2527,880,14,0,202,225,11,64,187,78258,2127,307,1243,29,21896,2462,1840,6,1045,2952,2578,4249,67,107,0,144,0,54,147,12
7,781,148,1,0,22,33,2,38,65,5523,2319,40,465,21,5220,250,468,1,210,587,201,450,11,10,0,2,0,4,11,1
121,6649,1664,235,0,377,611,27,1107,195,75001,6945,1133,4223,73,56088,4796,2953,175,4014,9995,3231,7529,548,743,8,139,1,177,419,15
9082,582,156,2850,31941,750,1271,2886,2459,4886,11791,20314,17755,656,28084,4651,1438,1559,2768,2030,2631,2555,4754,8,71,5,96,20,386,544,345
211,146,34,220,0,98,697,165,16919,2674,3686,2068,1741,523,2312,1718,883,408,213,727,1192,380,848,5,27,0,25,0,43,105,35
0,2,1,0,0,2,2,0,2,1,63,17,1,3,1,34,22,12,0,3,16,4,6,0,0,0,0,0,0,1,0
16,1321,321,130,0,90,230,10,197,59,9886,1568,210,670,168,9562,825,877,102,644,2055,470,1511,12,100,0,8,0,18,69,1
2459,42632,7791,8240,214,7015,66519,2249,15671,5957,351474,77827,41687,13091,8182,230413,55098,34746,7656,48900,64962,35182,70255,920,9102,185,73,18,213,2097,247
619,2114,726,1473,7,1598,533,2029,1968,8156,41124,9913,10443,3364,6173,18805,2940,4420,1162,2589,36850,7404,10543,32,210,9034,223,8,541,180,618
2,73,20,1,0,3,3,0,3,3,774,105,10,38,1,496,19,15,1,24,81,14,52,7,6,0,1,0,1,2,0
50,2560,598,8,0,114,103,6,146,128,39234,1235,280,1824,4,20731,1584,745,1,1293,2468,2258,3876,124,230,0,21,0,30,62,3
1530,91491,14816,3312,0,3999,24898,524,44959,1877,899691,78885,15899,35122,1034,573321,57260,38199,2900,47262,123547,39290,82913,7862,7347,303,1416,44,1192,4794,243
1278,549,215,1156,1260,1318,2821,1736,10993,1391,21069,6643,5483,799,5061,8072,3414,1768,1119,1127,2981,1733,3699,26,285,698,150,6,171,498,91
0,2,1,1,0,5,5,1,1,2,61,10,7,10,1,40,11,11,1,14,13,13,17,0,2,0,0,0,0,1,0
8637,18800,5819,19607,6125,6717,2458,9342,3499,101631,527322,50122,64440,7626,72855,177788,74734,36670,18047,39308,95050,82784,116137,486,596,1294,124,16,979,1574,5814
117,2574,736,734,2,567,1848,262,1218,730,21330,5439,2246,1645,479,17279,4894,6839,614,4696,3693,3836,6805,64,336,0,14,0,70,184,12
17,743,173,7,0,254,273,2,84,141,18604,505,73,654,3,6109,296,144,2,502,474,494,1140,64,347,0,280,0,58,237,3
33,1182,250,8,0,180,167,7,3,89,26936,2472,364,826,15,10556,734,626,5,893,908,1445,2374,45,170,0,94,0,44,67,3
25087,2067,658,41912,6782,3286,6504,15842,86787,77823,64559,100875,99318,6031,115039,29720,10747,8267,40072,11310,13842,17737,28450,130,588,326,787,144,3861,2433,2243
2,26,7,4,0,18,8,8,1,14,380,24,99,12,11,143,32,58,3,17,98,21,33,1,1,0,0,0,0,4,1
3210,7093,1652,3790,395,4832,14672,2048,5516,29488,157518,50039,30010,3406,10882,56646,18103,23001,3265,9509,27871,11188,23143,200,912,2297,150,1155,201,906,141
50,344,64,38,1,174,156,21,59,97,3454,433,583,165,148,2345,266,256,34,512,477,317,611,7,40,1,1,1,8,19,15
1371,2265,510,410,0,739,228,2083,264,6743,68162,10392,17675,2237,8335,13292,2206,4253,374,10962,5809,3052,5239,166,81,791,125,0,332,1126,755
3835,281,85,8263,2547,687,1629,2463,4263,16558,12483,19036,15917,915,19342,5538,1784,1281,8104,2583,2844,2768,4388,12,101,25,183,2301,460,469,1070
2911,572,147,8380,8871,476,501,2796,944,10766,24416,16149,13237,1066,20672,7131,1890,1332,8153,2274,4837,3394,5001,25,104,105,117,0,343,366,207
37,2248,459,95,0,41,60,3,30,36,16250,2346,141,739,303,17285,1423,919,64,399,4055,1118,2973,218,891,0,18,13,13,93,2
262,29681,6739,160,0,290,361,54,264,383,178239,37186,1767,5363,1610,175638,5743,6733,116,2699,46978,9273,30780,2398,1751,8,141,47,132,375,22
0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21431,3163,774,25899,29768,2852,6410,13474,87408,57716,61546,75804,101002,5578,75835,29742,10104,8080,25058,10047,13175,17898,28138,131,547,211,790,244,3268,2278,2351
12,445,100,4,0,82,135,1,46,69,8969,229,32,341,2,3711,198,154,2,189,299,357,691,86,332,1,134,0,12,134,0
207,41044,7157,683,0,401,559,25,845,424,214765,10513,921,4517,834,183217,20169,14309,491,5660,28140,12425,27086,484,342,45,164,0,89,484,94
692,203,74,1088,183,801,645,938,1,4799,7905,9605,6594,466,4993,3170,886,1125,1045,1204,2619,931,2143,10,82,32,17,3,71,149,278
1,5,3,1,0,5,6,0,3,3,108,10,5,44,1,135,5,5,0,3,27,8,21,2,12,0,2,0,1,2,0
59,37,10,243,55,80,27,129,264,369,970,851,788,44,441,377,84,115,231,112,287,124,268,1,6,1,2,98,5,13,12
3283,885,269,2104,14693,509,797,2232,4052,4750,14176,14267,11065,721,7760,7750,1901,1832,2043,2092,2782,2364,3873,13,75,0,92,11,270,376,305
3,58,17,3,0,13,30,6,11,11,1021,71,45,81,10,649,573,139,3,177,132,114,175,3,5,0,1,3,2,15,3
3861,690,172,5928,10045,1170,824,2332,12036,15756,19340,17676,20369,1501,21148,9025,2779,1853,5798,9512,3547,4520,7181,45,158,25,124,23,506,559,307
17,92,18,12,0,36,93,10,75,65,791,229,132,79,50,510,98,76,11,42,84,91,142,1,4,0,2,0,3,14,4
2036,648,184,866,13880,395,876,1309,2103,2675,11137,9252,12737,723,5499,5063,1488,1543,828,1924,1853,1902,3408,14,66,0,74,0,225,315,169
499,313,99,526,193,657,765,626,177,3984,10387,6719,5415,431,2561,3538,1097,1340,488,1242,2526,965,2124,12,69,0,15,4,56,115,85
74,52,17,95,7,53,231,26,3424,647,1483,724,444,227,493,959,665,262,93,395,316,187,342,4,10,0,11,0,22,53,7
516,45,16,473,1378,95,96,203,252,948,1458,1625,1939,98,2213,592,184,221,459,411,344,308,540,2,10,0,13,0,37,49,65
52,452,89,134,0,21,414,35,331,23,4804,494,817,47,111,2265,1438,599,126,133,444,166,424,3,6,0,1,1,4,22,2
987,16048,3710,1221,217,6076,1582,311,7502,21816,219272,21982,10066,7442,1888,91901,23104,16026,129,25443,33414,18747,25506,880,839,215,85,10,1113,575,735
285,244,51,518,21,181,357,121,19,355,2780,1915,2546,194,2413,1474,431,610,517,537,430,496,849,5,145,4,2,62,34,37,17
6,71,17,11,0,14,28,2,52,3,844,107,34,14,8,500,245,63,7,37,44,38,87,1,5,0,0,0,1,6,1
3898,608,233,1319,36149,610,1961,2691,54473,8740,16869,21292,26413,1591,12564,7584,2525,2600,1258,3053,2940,3467,5724,28,143,0,127,986,367,468,240
4355,520,153,3718,7343,562,870,2541,6037,7281,10543,18597,12866,759,29087,4284,1273,1361,3627,1992,2225,2146,3926,8,64,29,110,378,303,392,727
4059,503,147,3841,6131,514,689,2431,6799,7222,10116,17903,12220,719,26961,3986,1206,1288,3750,1837,2140,2035,3742,7,61,0,104,417,281,365,729
124,187,44,223,1,70,430,85,4263,998,3226,1413,1002,225,837,1280,654,294,217,514,745,293,650,4,22,0,17,1,28,81,9
16,775,181,8,0,211,223,3,118,101,17555,438,68,577,4,6207,357,210,2,371,463,523,1137,59,315,0,214,1,43,185,3
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,1518,319,5,0,98,168,28,8,244,33273,698,590,307,19,8023,1235,718,2,744,1368,1604,2104,17,52,2,33,4,28,154,11
707,231,83,879,219,778,694,891,5,4767,8536,9145,6609,478,4715,3329,957,1196,840,1234,2694,972,2228,11,87,26,17,0,68,142,241
45,6473,1303,365,0,78,163,5,58,82,32887,6188,176,2232,891,33464,1683,2905,333,880,7236,2088,5565,217,525,1,48,4,36,128,5
391,4136,1048,119,0,582,509,692,355,483,83376,5543,11653,1485,573,19993,4246,6738,99,11176,6536,3494,5543,454,101,6,33,114,365,793,258
823,6469,2296,826,0,1005,522,791,62,978,254927,22393,5955,3006,9808,55291,19310,20956,650,29308,21957,59798,66243,76,145,0,44,1305,182,1494,1397
288,1181,277,2568,0,423,6989,430,708,445,11130,9698,3605,918,3565,10103,4736,4091,2384,2039,1746,4105,6634,78,1582,177,37,0,230,157,18
3,13,4,2,0,11,5,1,3,6,202,44,11,8,6,106,13,27,2,12,28,24,41,1,1,5,0,0,1,2,1
3446,5581,1211,4279,334,4946,16184,1920,2259,28188,83763,38400,29752,2885,15757,47259,14011,13161,3852,7982,22819,9225,20790,224,1137,370,138,258,213,852,748
2118,3451,1067,1388,0,1327,236,1695,74,1543,155190,50221,26293,1832,30652,24212,7108,9910,1269,25605,14896,38663,43425,24,81,552,65,62,211,1430,2529
1,232,56,7,0,3,7,0,2,2,1290,132,6,68,16,1258,66,116,7,37,215,88,206,15,27,0,1,0,1,3,0
53,39,14,22,33,31,8,49,20,178,836,270,524,36,189,302,77,92,16,70,416,145,245,1,5,0,2,0,3,9,20
358,21778,4627,2962,0,916,989,105,5077,2348,165357,20099,1536,14524,1347,154276,7981,7079,2785,10149,22259,12861,28538,667,2868,17,562,27,206,965,37
469,11651,2831,1263,0,563,2905,398,1765,740,95955,36109,3831,4773,781,78388,9655,14607,1189,6394,18280,7950,16770,78,728,17,45,0,274,661,35
12,10,3,29,68,5,7,10,1,30,192,148,76,2,91,86,9,32,28,16,68,45,64,0,1,0,0,0,2,0,5
171,1393,487,67,0,718,368,289,561,1572,38504,4192,2042,1410,351,9504,2215,5645,62,18338,3312,3031,3942,95,73,19,10,4,219,659,58
12,406,55,1,0,22,40,3,3,25,3867,643,210,128,6,1545,335,294,0,564,216,190,315,22,10,1,3,0,18,33,1
73,177,46,15,0,109,112,138,3,44,4749,762,1961,128,106,1473,717,453,13,706,415,255,470,5,6,0,18,2,55,129,21
52,1695,305,293,0,213,3047,44,680,89,9695,2304,483,531,308,5905,2257,4083,291,1279,1514,1500,2432,11,874,0,3,0,11,42,6
134,1393,569,894,0,464,615,557,732,1550,15905,6570,3809,743,688,14035,3797,4425,810,2037,3578,3319,5832,56,368,58,21,0,70,174,19
257,957,362,137,84,558,169,275,170,1568,26132,3122,7596,491,1050,6257,2077,3368,134,9168,2915,3024,3901,98,48,0,7,0,166,784,80
3357,633,189,3370,11254,550,558,1928,2772,5007,10826,16521,12789,509,11238,6192,1450,1490,3296,1717,2328,2145,3570,8,57,0,80,83,245,346,366
3997,3023,637,8189,15040,1339,3136,5632,45772,21350,47929,35769,41784,2775,17125,26515,7169,5357,7913,5367,6384,7825,13279,150,298,31,241,27,1014,1168,655
905,94,35,1033,3266,281,229,775,10815,6575,4846,5713,4528,444,7574,1873,649,425,994,1798,1192,816,1574,7,42,7,37,56,121,137,139
3,92,26,1,0,5,6,1,3,2,1290,129,19,22,1,682,89,64,0,27,122,40,99,4,2,0,1,0,1,2,0
0,4,1,0,0,1,0,0,1,0,52,9,0,2,1,28,23,6,0,4,7,2,4,0,0,0,0,0,0,0,0
93,60,14,172,15,63,27,61,1860,749,1775,895,821,178,987,789,333,150,168,289,480,244,468,3,13,0,14,0,25,60,13
